Average qual score & Frequency
38.5643564356	7544
38.4653465347	7095
36.900990099	3711
39.7128712871	17951
40.3168316832	44053
40.1782178218	33135
40.1089108911	34650
40.3564356436	44014
40.2772277228	43483
40.2376237624	47066
39.3168316832	12212
39.7920792079	19835
38.702970297	8103
36.396039604	3234
39.4158415842	13539
40.0198019802	28107
40.198019802	44587
40.1584158416	40685
40.0396039604	28983
39.9702970297	25536
40.2673267327	33595
38.5544554455	7460
33.3663366337	1681
39.8910891089	22473
39.6237623762	16455
39.5544554455	15568
39.7425742574	18943
38.0099009901	5872
38.9207920792	9050
32.3267326733	1369
30.6435643564	1128
37.1089108911	4092
39.3564356436	12675
40.1386138614	31171
39.9108910891	24240
40.1881188119	36385
37.3861386139	4578
40.0297029703	29239
40.0594059406	29630
40.0792079208	31798
39.2574257426	11636
39.0891089109	10209
37.6435643564	4897
39.099009901	10160
24.8118811881	518
39.0198019802	9826
32.4752475248	1384
38.9108910891	9173
39.603960396	16211
39.8118811881	20701
39.4752475248	14035
39.4653465347	14057
39.6831683168	17868
38.6534653465	7829
37.8712871287	5585
40.1485148515	36459
38.7326732673	8263
37.4059405941	4498
38.3663366337	6920
39.5643564356	15544
37.6633663366	5049
29.9603960396	993
31.5544554455	1218
37.5445544554	4834
38.8217821782	8621
39.1683168317	10877
38.8415841584	8920
27.7524752475	745
32.3465346535	1359
39.9801980198	26167
40.0099009901	26845
18.8613861386	281
30.7722772277	1123
37.1881188119	4278
38.2772277228	6544
39.5445544554	15002
40.0693069307	32144
29.6138613861	954
40.0891089109	29628
39.4455445545	13766
39.6534653465	16924
39.5742574257	15683
40.2178217822	37754
39.9405940594	24803
39.5346534653	14771
39.8811881188	22357
38.7227722772	8276
36.8118811881	3667
39.9306930693	24158
39.7722772277	19527
38.4257425743	7123
39.2277227723	11584
31.6435643564	1183
37.1287128713	4170
39.801980198	20190
37.9801980198	5739
36.3069306931	3210
38.8316831683	8734
36.3366336634	3130
40.1188118812	35739
38.4554455446	7191
29.099009901	892
38.8118811881	8628
39.9900990099	26880
32.8316831683	1521
28.4653465347	828
38.3069306931	6688
39.9603960396	25274
40.3069306931	35833
38.5445544554	7488
28.9207920792	836
39.9504950495	25191
38.2673267327	6395
25.2772277228	599
30.3366336634	1003
39.8613861386	22614
39.7326732673	19131
36.3861386139	3278
38.8811881188	9008
39.1485148515	10908
33.0099009901	1484
36.7920792079	3760
22.9801980198	427
37.4455445545	4642
35.2673267327	2418
35.5643564356	2553
39.3465346535	12499
38.0198019802	6053
32.3069306931	1377
36.9405940594	3873
37.7722772277	5349
39.8217821782	21485
40.0	26929
39.702970297	18163
27.5643564356	740
39.6435643564	16844
40.2277227723	32508
39.6930693069	17921
36.2574257426	3183
39.5940594059	15941
37.7425742574	5223
27.6534653465	751
37.900990099	5467
37.8217821782	5483
38.495049505	7274
34.4653465347	2046
40.1683168317	36846
38.7524752475	8342
40.0495049505	28269
39.5247524752	14913
38.9306930693	9304
20.7623762376	296
