Average qual score & Frequency
37.5445544554	4607
39.8811881188	19608
40.3168316832	38336
29.8910891089	975
38.0693069307	5285
40.2277227723	28202
40.0594059406	26123
39.2673267327	10550
40.2772277228	37492
36.900990099	3547
39.5445544554	13501
40.1881188119	31556
40.0495049505	24099
40.1485148515	32004
38.9405940594	8568
40.3564356436	37232
39.1485148515	9729
39.7326732673	16740
38.9801980198	8510
39.6930693069	15973
40.0792079208	27022
19.2673267327	456
29.0396039604	928
40.0198019802	24919
38.3168316832	6264
37.3762376238	4361
24.9108910891	561
38.2475247525	6091
38.7524752475	7731
40.1584158416	34351
40.099009901	26910
39.4059405941	11880
40.2574257426	35368
40.1089108911	30133
37.9702970297	5398
39.8514851485	18735
26.6138613861	662
39.4356435644	12260
38.1386138614	5793
32.099009901	1235
34.7920792079	2185
38.4653465347	6697
28.7722772277	924
36.0099009901	2842
38.2673267327	6101
39.6237623762	14659
35.3465346535	2446
37.801980198	4830
37.8415841584	5161
39.9207920792	20887
40.0693069307	28373
38.9702970297	8609
39.8613861386	19519
35.6930693069	2472
40.2376237624	40782
39.9900990099	23552
39.3762376238	11718
40.1386138614	26783
39.1782178218	10011
34.4455445545	2013
39.8712871287	20046
31.3366336634	1142
40.0297029703	25754
39.3465346535	11331
39.7128712871	15912
36.7524752475	3514
35.8415841584	2641
26.3861386139	681
38.603960396	7033
39.900990099	20559
39.1881188119	10074
36.5643564356	3335
40.1188118812	30784
39.504950495	13340
39.9405940594	21611
39.8118811881	18167
39.9702970297	22115
35.9603960396	2704
39.0693069307	9219
39.9801980198	23333
37.4752475248	4388
38.2277227723	5936
25.3168316832	622
38.5544554455	6775
29.5643564356	900
39.7524752475	16712
34.4554455446	2021
25.504950495	662
38.8118811881	8008
24.0594059406	515
39.495049505	12860
31.7326732673	1282
31.2574257426	1151
39.6336633663	15041
32.5544554455	1410
34.9306930693	2305
24.504950495	538
34.8910891089	2263
36.7821782178	3545
39.7722772277	17622
24.0198019802	550
38.801980198	7702
35.3564356436	2438
39.0594059406	9242
35.801980198	2577
38.495049505	6570
38.7920792079	7782
31.9108910891	1300
39.4851485149	12784
39.297029703	11002
38.7326732673	7447
37.4653465347	4346
33.0693069307	1496
39.1287128713	9425
38.9603960396	8548
36.0891089109	2791
33.9108910891	1805
39.5940594059	14279
40.198019802	38397
38.9306930693	8315
37.8217821782	5038
39.9504950495	22145
31.801980198	1304
37.9207920792	5215
38.2178217822	5960
35.5643564356	2455
33.6732673267	1711
37.099009901	3895
39.8217821782	18991
39.6732673267	15613
39.6435643564	15033
40.1683168317	31159
40.0891089109	24860
39.9306930693	21082
39.2475247525	10549
37.2079207921	4045
38.3663366337	6255
39.801980198	17775
35.5940594059	2548
30.8415841584	1107
40.2673267327	28221
38.7227722772	7455
35.8316831683	2629
37.5544554455	4703
36.6336633663	3276
39.8316831683	19048
37.4851485149	4349
37.6138613861	4665
39.4554455446	12518
37.7227722772	4868
34.5742574257	1970
38.3861386139	6292
34.6435643564	2099
24.4455445545	567
39.6633663366	15228
34.6930693069	2065
31.6831683168	1293
30.3861386139	986
38.7623762376	7728
36.8217821782	3474
40.0099009901	23230
27.3366336634	765
35.9405940594	2771
27.3564356436	717
25.8316831683	671
36.8910891089	3598
37.5148514851	4482
20.3762376238	360
32.6435643564	1414
34.603960396	2103
38.5148514851	6777
38.9900990099	8775
36.8415841584	3664
30.5841584158	1087
35.7425742574	2611
39.6534653465	15139
37.8910891089	5156
38.0396039604	5472
33.297029703	1574
40.0396039604	24518
39.1089108911	9234
33.4653465347	1602
38.5643564356	6760
37.6633663366	4735
37.8613861386	5032
40.0	22875
39.2871287129	10906
39.5148514851	13315
36.9504950495	3573
38.8415841584	8078
39.5247524752	13246
40.3069306931	29145
38.3465346535	6234
27.900990099	799
15.8118811881	252
36.9306930693	3621
37.4554455446	4445
24.6336633663	567
33.6237623762	1736
36.9108910891	3570
31.9207920792	1255
34.5148514851	1914
40.1782178218	27518
38.8811881188	8079
39.7623762376	17011
33.2178217822	1554
39.5544554455	13739
39.1584158416	9793
39.7227722772	16629
30.1188118812	999
36.3663366337	3005
39.5643564356	13909
39.4653465347	12682
39.0792079208	9501
39.4455445545	12419
35.1584158416	2351
38.4257425743	6465
35.2673267327	2404
35.2079207921	2334
38.4059405941	6359
17.5940594059	469
28.8217821782	833
22.1089108911	484
40.1287128713	27574
39.5346534653	13679
38.900990099	8334
22.5643564356	475
34.9900990099	2328
23.7128712871	517
32.6831683168	1423
39.0099009901	8792
26.8118811881	708
25.7920792079	634
35.9702970297	2788
39.9108910891	20806
39.9603960396	21802
26.8811881188	698
37.702970297	4818
18.3168316832	352
32.8712871287	1460
35.9801980198	2807
36.9702970297	3712
39.7821782178	17701
36.5544554455	3249
37.6930693069	4786
33.1881188119	1544
38.5247524752	6738
39.702970297	15967
38.0594059406	5616
38.2376237624	5831
35.7128712871	2519
39.8415841584	18579
33.5643564356	1636
39.3663366337	11572
38.8217821782	7833
36.7425742574	3406
18.495049505	137
37.1089108911	3830
25.396039604	618
33.0396039604	1508
37.2574257426	4149
35.5247524752	2531
37.8811881188	5153
39.3168316832	11015
28.0198019802	724
33.900990099	1801
27.1584158416	707
39.8910891089	19906
29.504950495	904
37.8712871287	5212
38.0891089109	5479
38.8712871287	8176
34.8613861386	2196
37.2475247525	4070
39.4158415842	12002
38.0297029703	5395
28.9207920792	866
39.5742574257	14102
23.2277227723	466
23.0396039604	527
19.8613861386	442
22.3564356436	466
37.0198019802	3796
36.1386138614	2754
33.603960396	1708
37.6732673267	4766
36.3069306931	2973
38.6336633663	7220
31.4455445545	1214
39.3564356436	11361
27.3465346535	740
37.4455445545	4370
38.6138613861	7290
28.9702970297	890
36.0693069307	2813
36.4356435644	3110
20.6237623762	356
39.603960396	14570
39.0297029703	9168
25.3267326733	616
34.6534653465	2087
38.9504950495	8434
32.1881188119	1340
23.9306930693	538
36.0396039604	2894
38.198019802	5853
39.6831683168	16025
39.1683168317	10040
34.7722772277	2151
38.0198019802	5382
20.8811881188	448
36.5940594059	3308
24.099009901	554
26.3762376238	686
36.0495049505	2815
25.4356435644	587
32.9801980198	1473
37.1485148515	4033
37.2178217822	4061
38.9207920792	8350
33.3663366337	1657
32.5148514851	1429
17.7425742574	439
38.4554455446	6478
22.8712871287	455
33.9702970297	1825
39.2574257426	10607
35.297029703	2343
26.1485148515	609
23.0	496
34.3762376238	1897
37.6237623762	4673
37.5643564356	4494
40.3465346535	31662
35.7623762376	2554
40.6138613861	104421
38.2079207921	5847
40.2871287129	45902
40.4554455446	77845
40.6633663366	558263
29.4851485149	937
36.3762376238	3118
29.7425742574	943
40.504950495	98801
40.6534653465	46260
36.2178217822	2978
40.5445544554	150775
40.702970297	643064
40.2178217822	30538
34.0396039604	1845
30.6633663366	1087
36.9405940594	3626
40.5346534653	108061
40.5742574257	116187
29.8514851485	982
36.702970297	3406
40.495049505	93833
40.6237623762	365774
26.801980198	725
40.396039604	29681
36.801980198	3399
22.6633663366	432
26.1089108911	678
23.297029703	483
38.1782178218	5857
20.6435643564	447
40.3366336634	51753
38.1287128713	5636
40.5841584158	232859
40.4158415842	66567
40.4455445545	54693
39.2178217822	10316
40.4257425743	47916
38.0099009901	5350
25.6732673267	648
22.3069306931	458
32.5445544554	1406
36.297029703	3031
38.7425742574	7669
32.9702970297	1528
17.297029703	457
35.0396039604	2345
35.2772277228	2510
39.2772277228	10721
36.7623762376	3378
37.9900990099	5197
30.4059405941	1050
38.0	5480
40.4653465347	65940
23.1386138614	506
31.6138613861	1224
38.1683168317	5703
36.3168316832	2947
40.4059405941	53482
40.5643564356	31770
38.3267326733	6193
38.8316831683	8039
38.1485148515	5713
34.5445544554	2089
22.9405940594	495
39.1386138614	9479
38.2574257426	5950
40.3663366337	49345
18.7326732673	365
35.396039604	2410
33.9603960396	1759
31.6633663366	1200
36.4158415842	3046
39.3366336634	11391
23.5247524752	565
24.2178217822	536
29.7623762376	992
28.702970297	879
40.2079207921	35704
30.2871287129	994
32.4752475248	1361
30.2178217822	1010
37.0693069307	3798
40.297029703	42654
37.7128712871	4785
27.099009901	736
35.1089108911	2175
32.8316831683	1449
35.2178217822	2340
20.0693069307	324
19.4752475248	311
33.7722772277	1776
27.8217821782	808
33.7227722772	1643
39.3069306931	10939
19.7623762376	434
39.7425742574	16936
34.6831683168	2190
24.7722772277	608
29.198019802	907
34.3069306931	1911
38.3564356436	6327
